id,property_type,city,state,price,bedrooms,bathrooms,square_feet,sale_date,buyer_age,buyer_income,buyer_occupation,year_built,garage,lot_area
999628,Condo,Montreal,ON,690018.0,1,2,3403,2019-06-19,47,140004,Artist,1966,1,3039
999629,Condo,Calgary,QC,793549.0,4,2,2289,2022-12-13,54,118030,Entrepreneur,2022,1,2666
999630,House,Calgary,ON,840362.0,1,2,1863,2021-01-12,40,100703,Engineer,1995,1,3534
999631,House,Montreal,ON,195368.0,2,3,2065,2023-05-05,44,130980,Artist,1966,1,1378
999632,Condo,Montreal,ON,248213.0,4,3,3829,2019-08-25,47,102189,Artist,1977,1,5984
999633,House,Toronto,BC,711296.0,5,2,3960,2019-12-15,40,57310,Doctor,1959,1,2496
999634,Apartment,Vancouver,ON,904121.0,3,3,3097,2017-07-02,47,63676,Doctor,2011,0,2938
999635,Apartment,Ottawa,ON,865507.0,1,3,886,2018-08-30,59,100589,Teacher,1981,0,5558
999636,Apartment,Toronto,ON,974099.0,2,3,2847,2018-10-11,54,55534,Engineer,1994,1,3336
999637,House,Calgary,ON,955361.0,1,3,997,2017-10-14,54,71453,Doctor,1952,1,7026
999638,Apartment,Toronto,BC,280678.0,5,3,1283,2016-12-14,32,46154,Doctor,1997,1,7713
999639,Apartment,Ottawa,BC,904707.0,5,2,1056,2023-06-12,29,75895,Entrepreneur,2021,1,9079
999640,House,Toronto,QC,750919.0,4,1,1084,2017-04-01,51,120041,Doctor,1969,1,3795
999641,Condo,Toronto,BC,365170.0,5,1,3289,2022-05-05,51,53493,Artist,1981,0,8142
999642,House,Calgary,BC,728956.0,1,1,2653,2021-08-08,55,102803,Artist,1960,0,8310
999643,House,Vancouver,ON,811078.0,1,1,2112,2024-01-11,41,80514,Manager,1999,1,8069
999644,House,Calgary,QC,754213.0,4,2,1027,2017-11-05,64,146647,Artist,1975,0,2645
999645,House,Ottawa,AB,651049.0,2,3,3225,2024-08-26,43,40960,Engineer,1966,1,8354
999646,Apartment,Montreal,ON,470856.0,2,1,3044,2019-04-16,29,106980,Entrepreneur,2019,0,4583
999647,House,Toronto,ON,326810.0,5,3,3427,2017-02-23,50,80098,Teacher,1977,0,1675
999648,Apartment,Calgary,ON,483191.0,3,1,1765,2016-09-28,58,51892,Manager,2020,0,2164
999649,Apartment,Montreal,BC,869429.0,2,1,3707,2021-09-13,33,54141,Teacher,1998,1,8576
999650,Apartment,Montreal,AB,303570.0,3,1,933,2021-06-28,41,96171,Artist,1988,0,5915
999651,Apartment,Toronto,ON,122436.0,2,3,827,2022-11-29,49,71915,Artist,1979,1,8477
999652,House,Toronto,QC,160460.0,3,2,3849,2022-08-30,26,109234,Doctor,1956,0,3325
999653,Condo,Ottawa,BC,362748.0,1,2,2608,2015-09-12,32,77187,Teacher,2015,0,2253
999654,House,Toronto,AB,974833.0,5,3,2698,2016-04-09,28,44965,Engineer,1958,0,7185
999655,Condo,Toronto,BC,766599.0,5,1,3579,2017-11-23,39,104441,Manager,2017,1,1701
999656,Condo,Toronto,QC,264972.0,3,3,1126,2021-07-30,46,65947,Entrepreneur,1997,1,7143
999657,House,Ottawa,ON,294408.0,5,2,1247,2018-05-02,63,70401,Doctor,1994,0,9722
999658,Apartment,Vancouver,QC,432023.0,2,2,2232,2016-02-24,52,139072,Teacher,2012,1,1778
999659,House,Ottawa,QC,996759.0,2,2,2290,2015-04-13,61,111612,Manager,1965,1,2188
999660,House,Calgary,AB,209582.0,4,1,1142,2020-01-26,62,133221,Entrepreneur,2000,1,1205
999661,Apartment,Montreal,AB,984247.0,4,3,3052,2015-02-07,30,88224,Manager,1988,0,6253
999662,House,Calgary,ON,987614.0,1,3,1313,2017-02-18,59,88379,Teacher,1983,0,1474
999663,House,Ottawa,AB,100924.0,3,2,3682,2018-12-08,57,64258,Artist,1997,0,8651
999664,Condo,Montreal,AB,844053.0,4,1,1787,2018-02-28,49,128499,Doctor,1981,1,6651
999665,House,Ottawa,ON,913648.0,2,1,1887,2023-04-08,46,147284,Manager,1959,0,9567
999666,House,Montreal,AB,679822.0,1,2,1009,2022-08-30,38,141123,Teacher,2012,1,2379
999667,House,Montreal,AB,619320.0,3,1,1756,2016-01-24,35,131217,Artist,1966,1,2827
999668,Apartment,Vancouver,ON,600862.0,3,2,854,2021-02-03,38,128976,Doctor,2003,0,4760
999669,Condo,Toronto,QC,140881.0,3,2,3529,2021-12-30,27,143394,Manager,1952,1,8760
999670,Condo,Toronto,ON,430192.0,5,1,2236,2015-07-20,35,49843,Manager,1983,0,8565
999671,Condo,Vancouver,QC,538766.0,4,2,2181,2017-01-07,38,67103,Doctor,2018,1,3244
999672,House,Montreal,BC,135822.0,4,3,1193,2020-05-29,52,126274,Engineer,2021,1,8135
999673,Condo,Calgary,AB,439540.0,5,3,2459,2020-09-01,31,71764,Engineer,1992,1,2667
999674,Condo,Calgary,QC,265611.0,5,2,3845,2023-05-07,42,126381,Doctor,2008,0,2600
999675,Apartment,Calgary,QC,303503.0,2,3,1605,2023-03-21,53,107020,Artist,2020,0,8107
999676,Apartment,Toronto,AB,400250.0,2,3,2224,2024-02-12,46,107850,Engineer,2016,1,1833
999677,Condo,Calgary,ON,719381.0,3,1,1854,2016-07-22,32,131631,Entrepreneur,2020,1,2762
999678,Condo,Montreal,BC,475300.0,5,2,1459,2022-06-01,50,109884,Teacher,1987,1,3682
999679,Condo,Montreal,BC,276277.0,3,1,3214,2015-01-19,35,141180,Manager,1989,1,7344
999680,Apartment,Ottawa,ON,641216.0,1,1,1785,2017-01-31,58,81079,Doctor,1977,0,4417
999681,Condo,Toronto,BC,377889.0,4,2,3822,2022-06-05,26,68882,Entrepreneur,1984,1,9425
999682,Apartment,Calgary,ON,441858.0,1,1,1465,2016-08-14,30,70466,Manager,2017,1,2430
999683,Apartment,Toronto,BC,376586.0,2,3,3541,2023-10-22,55,126772,Doctor,1953,0,4397
999684,Apartment,Calgary,QC,834674.0,2,1,1159,2020-11-16,41,58821,Entrepreneur,1990,1,1519
999685,House,Ottawa,AB,412935.0,2,3,2983,2017-08-11,53,98100,Artist,1984,1,4295
999686,Apartment,Montreal,AB,198138.0,4,3,2981,2021-04-17,60,143040,Artist,1980,1,5074
999687,Apartment,Vancouver,QC,557063.0,2,3,1609,2017-06-01,31,133952,Doctor,1987,0,5342
999688,House,Calgary,ON,779331.0,5,3,2826,2024-06-07,25,45647,Manager,2004,0,6108
999689,Condo,Montreal,ON,426401.0,4,3,1792,2015-08-02,30,86044,Engineer,1969,1,7798
999690,Condo,Montreal,BC,751752.0,5,2,871,2019-10-12,38,147785,Artist,2008,0,1865
999691,Apartment,Calgary,AB,623700.0,1,2,1772,2016-09-30,31,124647,Doctor,1962,1,4482
999692,House,Vancouver,ON,154161.0,3,2,2216,2024-09-12,30,132270,Entrepreneur,1984,1,5456
999693,Condo,Montreal,ON,959309.0,3,1,3094,2023-10-11,41,101569,Artist,1998,0,1059
999694,Condo,Calgary,ON,840118.0,5,2,2405,2023-09-12,29,43754,Engineer,2000,1,8445
999695,House,Vancouver,ON,621726.0,2,1,1832,2016-11-08,59,84971,Teacher,1981,0,4139
999696,Apartment,Ottawa,BC,767701.0,4,2,3777,2019-01-23,49,87698,Doctor,1974,1,1604
999697,Apartment,Ottawa,BC,863865.0,5,2,3680,2023-04-10,44,54572,Teacher,1999,0,2426
999698,Apartment,Vancouver,ON,632810.0,4,3,1040,2017-03-09,55,122266,Teacher,1950,0,9772
999699,Condo,Montreal,ON,184463.0,3,3,1597,2020-11-22,26,123618,Artist,2004,1,8626
999700,Condo,Toronto,ON,291360.0,3,3,3228,2022-05-29,34,112891,Entrepreneur,1982,0,6398
999701,House,Calgary,ON,644547.0,3,3,2423,2022-03-17,55,119247,Teacher,1976,0,9155
999702,House,Ottawa,ON,946931.0,2,1,1707,2016-12-19,64,82897,Doctor,1975,0,6770
999703,House,Toronto,ON,573438.0,5,2,3369,2020-01-31,32,112349,Engineer,1958,0,3855
999704,Condo,Ottawa,QC,473319.0,2,1,3551,2024-08-05,57,76762,Doctor,2005,1,3580
999705,House,Ottawa,BC,287431.0,3,2,3200,2015-12-26,61,129010,Entrepreneur,2008,1,7067
999706,Apartment,Montreal,AB,490999.0,3,2,1283,2023-02-20,58,133531,Engineer,2020,0,4733
999707,Condo,Vancouver,BC,513173.0,1,2,3895,2021-06-13,37,112003,Entrepreneur,1952,0,2040
999708,Apartment,Calgary,ON,138739.0,5,3,3048,2021-07-11,43,42492,Doctor,2022,0,6646
999709,Condo,Vancouver,ON,645654.0,3,2,3605,2021-12-31,61,44127,Doctor,2009,0,5668
999710,Apartment,Calgary,AB,455662.0,5,3,1553,2021-12-15,59,85436,Manager,2000,1,5828
999711,House,Vancouver,QC,250557.0,3,2,2759,2022-05-08,52,58919,Artist,1988,0,9638
999712,Apartment,Ottawa,ON,582323.0,1,2,3617,2017-12-29,36,69864,Engineer,1989,0,8205
999713,House,Vancouver,AB,206789.0,5,2,3145,2021-06-20,52,85215,Entrepreneur,1975,1,2570
999714,Condo,Calgary,ON,194209.0,4,1,2583,2023-01-15,33,125369,Artist,1981,0,9745
999715,House,Toronto,BC,370469.0,5,3,2286,2020-04-05,57,135500,Doctor,1966,0,6882
999716,House,Ottawa,AB,589833.0,5,1,2886,2020-07-16,27,125008,Doctor,2008,1,1018
999717,Condo,Ottawa,AB,795377.0,1,1,1475,2018-03-21,45,53171,Entrepreneur,1986,0,6928
999718,Apartment,Vancouver,QC,329027.0,2,1,1638,2023-03-15,54,100367,Entrepreneur,1980,0,8581
999719,House,Calgary,ON,471277.0,4,3,1684,2023-10-09,58,40505,Entrepreneur,1989,1,8048
999720,House,Vancouver,AB,605881.0,3,3,1564,2023-07-09,63,77968,Engineer,2002,0,7872
999721,House,Calgary,ON,534785.0,5,3,2854,2020-08-05,64,76862,Manager,1979,0,8635
999722,Condo,Toronto,BC,473365.0,3,2,3013,2020-05-07,51,146589,Entrepreneur,1990,1,8710
999723,House,Toronto,BC,925821.0,1,1,805,2024-12-09,63,143661,Manager,1983,1,5368
999724,Condo,Vancouver,ON,546918.0,1,2,2822,2023-12-09,52,87038,Teacher,1998,0,5325
999725,Condo,Montreal,QC,397402.0,4,1,1812,2018-10-23,50,53160,Entrepreneur,2012,1,5244
999726,Condo,Toronto,ON,990269.0,3,1,3587,2020-10-17,54,112959,Artist,1959,0,8244
999727,Condo,Vancouver,QC,817205.0,1,1,2392,2017-09-20,28,50721,Teacher,2022,1,1064
999728,House,Montreal,QC,228144.0,5,3,2881,2022-02-19,53,57822,Teacher,2002,0,2260
999729,Condo,Toronto,ON,889790.0,3,2,2263,2020-04-20,36,46543,Artist,1989,0,4641
999730,House,Ottawa,ON,417879.0,2,3,2089,2024-01-19,40,82074,Manager,1983,1,2353
999731,Condo,Vancouver,ON,534640.0,4,3,2480,2017-04-21,36,80782,Doctor,1979,1,4274
999732,Apartment,Calgary,ON,684862.0,2,3,2308,2021-03-03,59,69813,Entrepreneur,2020,1,9281
999733,Apartment,Calgary,ON,335098.0,3,3,3120,2019-11-13,26,107834,Doctor,2013,0,2557
999734,Apartment,Ottawa,ON,210035.0,1,2,1564,2019-02-08,35,73913,Entrepreneur,2015,0,9501
999735,House,Calgary,QC,189488.0,2,2,2423,2023-03-03,35,132693,Manager,1957,1,4488
999736,Condo,Calgary,BC,540412.0,4,2,2364,2021-02-10,63,132696,Manager,1980,1,7317
999737,Condo,Toronto,AB,218310.0,4,2,1773,2021-11-19,51,70667,Artist,1979,1,4124
999738,Condo,Ottawa,QC,461991.0,2,2,2216,2023-01-26,34,83838,Doctor,2004,1,1612
999739,House,Calgary,ON,749834.0,3,1,1618,2018-03-27,30,89638,Engineer,1971,1,1578
999740,Apartment,Montreal,BC,892741.0,1,1,1553,2017-01-26,46,140044,Engineer,1963,0,2911
999741,House,Toronto,AB,272046.0,3,2,1311,2024-09-24,29,54171,Manager,1978,1,4456
999742,Condo,Montreal,AB,227456.0,3,1,2717,2018-12-19,60,106911,Doctor,2003,1,9985
999743,Apartment,Vancouver,BC,965922.0,4,1,2367,2018-03-16,42,56540,Engineer,2007,1,1142
999744,House,Calgary,ON,181894.0,2,2,939,2015-09-05,59,84400,Teacher,1954,1,4201
999745,House,Calgary,BC,338629.0,4,3,1441,2023-04-26,34,40289,Engineer,2011,0,5037
999746,Apartment,Montreal,BC,926287.0,5,3,3008,2017-03-25,35,52107,Manager,2020,0,7071
999747,House,Ottawa,QC,416478.0,2,2,3101,2023-09-14,33,123064,Engineer,1960,1,3778
999748,Apartment,Calgary,BC,323758.0,2,2,3270,2020-11-23,51,123899,Entrepreneur,2021,1,9466
999749,Condo,Ottawa,BC,403465.0,5,3,3326,2016-11-11,41,119689,Entrepreneur,2012,1,8150
999750,Condo,Toronto,BC,830193.0,1,2,3070,2024-12-20,54,128000,Manager,1964,0,2629
999751,Apartment,Montreal,ON,798590.0,2,1,2465,2023-04-27,58,57074,Engineer,1950,0,3124
999752,Apartment,Calgary,BC,846899.0,5,1,3048,2020-04-25,31,120119,Engineer,1976,1,2852
999753,Apartment,Vancouver,AB,971430.0,1,3,3368,2021-06-13,43,83650,Doctor,2000,0,6223
999754,House,Calgary,ON,142970.0,5,2,3405,2020-06-20,48,120606,Doctor,1999,0,4205
999755,House,Toronto,ON,980199.0,2,3,2573,2018-12-17,25,103234,Teacher,2022,1,3208
999756,Apartment,Toronto,BC,911853.0,1,2,1420,2015-08-19,63,73988,Manager,1979,0,9096
999757,House,Ottawa,QC,642961.0,4,2,1011,2018-03-23,52,95310,Manager,2001,1,8482
999758,Apartment,Ottawa,AB,587246.0,2,3,2412,2016-06-28,31,115514,Doctor,2018,1,6449
999759,Condo,Montreal,BC,400998.0,1,3,1903,2023-12-30,61,52813,Entrepreneur,1968,1,3958
999760,Apartment,Vancouver,ON,951168.0,2,3,2019,2015-05-09,38,135652,Artist,1964,1,3158
999761,House,Calgary,ON,655571.0,2,3,1276,2021-07-11,47,129108,Entrepreneur,1958,0,4959
999762,House,Calgary,AB,480769.0,1,1,2700,2017-03-11,35,63125,Teacher,2006,0,9779
999763,Condo,Vancouver,BC,598947.0,4,3,2425,2016-12-14,55,51191,Engineer,2012,0,9590
999764,Apartment,Ottawa,BC,848672.0,3,2,3662,2021-02-28,34,147800,Doctor,1966,0,9557
999765,Condo,Ottawa,ON,183048.0,2,3,3040,2019-01-13,49,120552,Artist,1950,1,1210
999766,Condo,Montreal,QC,298270.0,5,2,2620,2019-06-13,26,69728,Doctor,1953,0,1717
999767,Apartment,Calgary,AB,877342.0,5,1,1758,2021-12-14,38,59811,Manager,2001,1,1151
999768,Condo,Ottawa,BC,303085.0,2,3,3264,2017-01-17,41,66629,Doctor,2022,0,5526
999769,Apartment,Toronto,BC,168190.0,1,1,1392,2016-10-19,49,54649,Entrepreneur,1991,0,6081
999770,Apartment,Montreal,ON,896837.0,2,1,3183,2024-04-28,53,94725,Engineer,1988,1,8094
999771,Apartment,Montreal,BC,419089.0,5,3,2102,2017-05-22,55,138211,Artist,1995,0,6407
999772,Apartment,Vancouver,AB,591060.0,4,2,1870,2016-03-13,34,48655,Entrepreneur,1978,0,3276
999773,Apartment,Toronto,ON,834035.0,2,1,1030,2019-06-28,52,91948,Engineer,2014,1,2704
999774,House,Vancouver,QC,163458.0,4,1,3529,2021-05-27,41,77658,Manager,2001,0,7795
999775,Condo,Montreal,QC,588941.0,3,2,3953,2020-10-29,40,110905,Teacher,1956,1,4309
999776,Condo,Montreal,BC,469888.0,1,2,3671,2022-02-28,49,111670,Entrepreneur,1955,1,3724
999777,Condo,Toronto,QC,244910.0,3,3,3767,2018-05-21,64,55525,Engineer,2006,1,5633
999778,House,Ottawa,BC,383138.0,1,3,3683,2024-07-04,44,51112,Teacher,1988,1,1065
999779,House,Montreal,ON,506363.0,3,3,3769,2021-02-21,63,126248,Teacher,2006,0,8765
999780,Condo,Calgary,BC,356986.0,2,1,1922,2017-05-28,64,59430,Teacher,1993,1,2430
999781,Apartment,Montreal,ON,178190.0,4,2,3536,2020-03-29,54,61552,Manager,1973,0,7045
999782,House,Calgary,ON,603022.0,2,1,1903,2015-01-18,39,64388,Manager,2011,0,9523
999783,Apartment,Toronto,ON,628338.0,2,1,3738,2015-11-30,34,141420,Engineer,1980,0,2211
999784,Condo,Ottawa,ON,135767.0,4,1,3560,2017-10-05,35,50795,Artist,1968,0,1690
999785,Apartment,Vancouver,QC,495641.0,5,3,3469,2016-08-05,37,69757,Entrepreneur,1964,0,4492
999786,Apartment,Montreal,AB,207808.0,1,1,3556,2017-01-03,32,65502,Manager,1986,1,6993
999787,Apartment,Montreal,AB,881726.0,1,1,2302,2019-10-08,43,89284,Engineer,1990,1,5242
999788,House,Montreal,ON,612771.0,5,1,2076,2020-04-29,56,127517,Artist,1992,0,7229
999789,Apartment,Montreal,QC,478591.0,2,1,3364,2023-10-31,42,146494,Teacher,2000,0,9438
999790,Condo,Vancouver,QC,482185.0,2,1,3450,2023-12-02,52,83190,Teacher,1977,0,8318
999791,Condo,Toronto,ON,998295.0,3,3,3485,2023-04-21,36,123066,Teacher,1960,1,9998
999792,House,Vancouver,ON,486895.0,2,3,2724,2015-08-13,36,131439,Engineer,1995,0,6074
999793,House,Vancouver,BC,596496.0,4,1,2006,2021-09-21,34,46406,Artist,2014,1,9812
999794,Apartment,Montreal,ON,193290.0,1,2,3549,2024-06-13,60,82331,Entrepreneur,2017,1,4087
999795,Condo,Toronto,BC,476654.0,5,2,1227,2020-07-31,51,65569,Engineer,1950,1,9045
999796,Apartment,Vancouver,BC,511759.0,5,1,2856,2020-09-23,37,116856,Engineer,1964,0,3888
999797,Apartment,Vancouver,ON,724149.0,1,3,3846,2022-05-17,50,133365,Artist,1998,1,1408
999798,House,Calgary,BC,358206.0,5,1,3517,2019-02-11,54,43521,Engineer,2003,1,2569
999799,Condo,Calgary,AB,606708.0,2,2,2505,2017-12-19,58,72012,Entrepreneur,1953,1,6305
999800,Apartment,Montreal,BC,909759.0,4,3,2545,2022-01-20,59,57589,Teacher,2013,1,8921
999801,Condo,Toronto,QC,382694.0,2,3,2403,2019-01-28,37,123322,Doctor,1993,0,5638
999802,Apartment,Montreal,AB,683392.0,2,1,2759,2021-05-24,39,135397,Engineer,1958,1,7165
999803,House,Vancouver,BC,586791.0,1,3,2358,2024-04-02,47,62335,Doctor,1970,0,8901
999804,Condo,Toronto,ON,123117.0,3,2,3053,2015-07-14,49,61803,Manager,1988,0,6071
999805,Condo,Calgary,ON,676701.0,5,1,2305,2020-11-18,56,147531,Doctor,1991,1,3974
999806,Condo,Ottawa,AB,890776.0,3,2,891,2016-02-15,64,46968,Teacher,1962,0,6055
999807,Apartment,Calgary,AB,205688.0,5,3,1783,2019-01-25,27,72809,Entrepreneur,1976,0,2059
999808,House,Montreal,BC,349055.0,4,1,1271,2024-11-20,53,68255,Teacher,1953,0,3302
999809,Apartment,Vancouver,ON,721595.0,4,3,1761,2024-08-22,51,131514,Artist,1960,0,5199
999810,Condo,Calgary,ON,275425.0,4,1,899,2024-01-10,25,56557,Manager,1956,1,8292
999811,Condo,Montreal,QC,348705.0,3,3,2073,2015-05-20,39,63745,Engineer,1962,1,1607
999812,Apartment,Calgary,ON,482087.0,1,3,1981,2024-08-22,31,122581,Doctor,1998,1,8729
999813,Apartment,Ottawa,QC,413637.0,2,2,3927,2023-07-20,37,131844,Entrepreneur,1970,1,8349
999814,Condo,Toronto,AB,672819.0,4,2,2961,2015-11-20,45,61451,Teacher,2013,0,7389
999815,Condo,Ottawa,AB,808351.0,4,1,2560,2022-12-16,58,68822,Artist,2004,0,4361
999816,House,Vancouver,QC,104976.0,4,2,1179,2021-06-30,35,76554,Artist,2003,0,1325
999817,Condo,Calgary,ON,370052.0,2,3,1199,2017-11-04,36,99732,Entrepreneur,1993,0,5749
999818,Apartment,Montreal,QC,504884.0,4,2,1393,2018-10-07,43,70020,Doctor,1988,1,9199
999819,Apartment,Ottawa,QC,458489.0,2,2,1626,2018-03-08,43,86302,Manager,2002,1,9379
999820,Apartment,Montreal,ON,140222.0,3,1,2017,2024-07-28,62,76762,Artist,1950,0,1775
999821,House,Calgary,AB,735717.0,2,1,2307,2024-09-25,49,46304,Artist,1954,1,2801
999822,Apartment,Vancouver,AB,935697.0,4,1,2337,2020-11-25,43,84762,Artist,1997,0,8175
999823,Apartment,Ottawa,BC,746840.0,4,3,2403,2022-09-23,56,103895,Entrepreneur,1973,1,7143
999824,House,Calgary,ON,582560.0,5,2,3866,2015-10-01,56,93531,Engineer,2011,0,5515
999825,House,Vancouver,AB,190201.0,2,3,3225,2023-07-26,46,112900,Entrepreneur,1988,0,8979
999826,Condo,Toronto,ON,410044.0,4,1,2754,2020-01-08,52,110438,Doctor,2009,1,1929
999827,Apartment,Calgary,QC,889057.0,2,1,1043,2017-05-17,54,89005,Artist,2006,1,6258
999828,House,Toronto,BC,531381.0,4,2,3717,2018-04-11,55,108267,Teacher,1979,1,2196
999829,House,Calgary,AB,138907.0,4,3,1221,2022-05-14,48,145580,Artist,2004,0,5399
999830,Apartment,Ottawa,AB,415932.0,1,3,1076,2016-04-18,35,49155,Doctor,2003,1,3697
999831,Apartment,Vancouver,ON,918184.0,5,1,3433,2020-11-05,58,88491,Engineer,1990,1,9993
999832,Condo,Montreal,ON,711112.0,1,1,2814,2020-06-21,59,82382,Manager,1973,1,9606
999833,House,Ottawa,AB,234164.0,4,1,1930,2023-10-29,38,83482,Entrepreneur,1979,0,8880
999834,Apartment,Montreal,ON,122966.0,1,3,2584,2019-07-29,55,106243,Entrepreneur,1993,0,3178
999835,House,Calgary,ON,269720.0,2,1,2182,2023-03-29,31,55246,Entrepreneur,1994,1,7452
999836,Apartment,Calgary,ON,121087.0,5,2,1565,2019-03-16,56,67323,Manager,1971,0,7329
999837,House,Calgary,QC,931455.0,2,3,2393,2023-10-30,30,41620,Doctor,1992,0,3088
999838,House,Toronto,ON,369934.0,4,3,1803,2018-08-25,40,81441,Engineer,2017,0,1601
999839,House,Toronto,BC,362831.0,1,2,1489,2017-01-18,56,44440,Engineer,1973,1,9507
999840,Apartment,Ottawa,ON,524652.0,5,3,1562,2019-10-07,49,139183,Teacher,1969,1,5470
999841,Apartment,Montreal,QC,533375.0,4,1,1173,2015-11-21,55,41313,Teacher,1957,1,2661
999842,Apartment,Calgary,BC,962048.0,4,3,1314,2016-11-19,50,68689,Doctor,2016,0,3348
999843,House,Calgary,ON,998345.0,4,1,2044,2016-08-16,54,59024,Entrepreneur,1955,0,3022
999844,Condo,Ottawa,BC,158601.0,5,1,2104,2019-04-25,28,71661,Artist,1956,1,8958
999845,Apartment,Montreal,BC,576236.0,5,3,3207,2022-05-11,29,49684,Engineer,1961,1,8704
999846,Condo,Calgary,ON,640458.0,5,2,2797,2015-08-18,30,94878,Engineer,1993,1,4923
999847,Condo,Toronto,AB,892517.0,2,3,837,2019-07-07,47,131763,Doctor,2015,0,3221
999848,House,Calgary,QC,427171.0,1,3,3328,2015-11-18,32,76260,Teacher,2001,1,5705
999849,House,Vancouver,ON,791045.0,4,2,1905,2020-11-20,59,120838,Artist,1959,1,8576
999850,Condo,Toronto,ON,102751.0,4,1,2102,2021-10-01,27,62159,Engineer,2010,1,5461
999851,Apartment,Vancouver,ON,633701.0,4,3,1956,2023-02-05,45,108948,Teacher,1970,0,3556
999852,Condo,Toronto,ON,427090.0,5,3,2457,2023-01-08,53,68757,Teacher,2008,1,3821
999853,Condo,Calgary,BC,765026.0,1,3,2806,2022-03-27,36,77873,Engineer,1973,1,9492
999854,House,Montreal,AB,512378.0,1,1,945,2019-11-04,53,144975,Engineer,1950,1,6894
999855,Apartment,Calgary,AB,862087.0,3,3,2115,2023-07-20,60,118173,Manager,1979,0,2355
999856,Apartment,Toronto,ON,476275.0,3,2,2852,2017-05-06,53,80971,Manager,2009,0,9949
999857,Apartment,Vancouver,BC,338993.0,3,3,2563,2019-10-30,32,137484,Teacher,1955,1,1355
999858,Apartment,Montreal,AB,944691.0,4,1,1406,2022-06-16,51,76299,Artist,1988,0,8285
999859,Condo,Ottawa,QC,260413.0,4,1,1479,2015-12-31,54,134944,Teacher,1953,0,2918
999860,Condo,Ottawa,BC,562025.0,1,2,2543,2015-07-17,32,52630,Teacher,2010,1,4609
999861,House,Calgary,QC,705363.0,4,2,3689,2021-11-21,28,116108,Engineer,2005,1,5803
999862,House,Montreal,QC,717238.0,3,2,845,2020-09-09,27,127543,Manager,1968,1,6169
999863,Condo,Ottawa,ON,297934.0,5,2,3781,2015-04-28,29,135403,Artist,1962,0,4352
999864,House,Montreal,AB,320546.0,1,2,2867,2024-05-07,30,135218,Manager,1997,0,2117
999865,Condo,Montreal,ON,509331.0,4,1,2315,2015-12-22,38,49005,Artist,1958,1,6572
999866,Apartment,Vancouver,ON,250577.0,1,2,1397,2019-06-26,42,95831,Entrepreneur,1994,0,7815
999867,House,Calgary,QC,719897.0,1,2,2684,2019-06-18,53,47526,Engineer,2016,1,4251
999868,Apartment,Montreal,QC,574632.0,3,2,2659,2020-11-16,32,55359,Manager,1963,1,6114
999869,Condo,Calgary,BC,826512.0,2,3,2166,2015-12-10,34,124814,Engineer,1968,1,4369
999870,Apartment,Toronto,ON,892978.0,5,1,888,2019-04-06,26,118122,Artist,1990,1,7372
999871,Apartment,Toronto,ON,553027.0,1,3,2536,2017-04-14,36,101419,Teacher,1974,1,3880
999872,Apartment,Montreal,QC,874055.0,4,2,3000,2020-12-22,36,40393,Engineer,2014,0,4459
999873,House,Ottawa,QC,772666.0,2,1,3299,2022-03-18,40,85821,Manager,1977,0,8740
999874,Condo,Calgary,BC,522633.0,4,2,1596,2016-05-27,37,122436,Artist,2005,0,2750
999875,Apartment,Ottawa,ON,634875.0,4,3,1508,2015-01-31,39,97073,Manager,1953,1,3428
999876,House,Vancouver,QC,971658.0,3,3,2968,2019-10-09,35,47633,Artist,2022,0,6875
999877,House,Toronto,ON,318738.0,5,3,1332,2021-02-19,59,47945,Doctor,2018,1,7276
999878,Condo,Calgary,BC,815847.0,2,3,1296,2021-06-07,57,93001,Manager,2015,1,6361
999879,Condo,Montreal,QC,808713.0,4,3,2277,2019-09-12,51,125760,Manager,1990,0,9768
999880,House,Toronto,ON,825487.0,2,1,3689,2019-03-23,49,60912,Manager,2003,1,2077
999881,House,Toronto,AB,562417.0,5,3,870,2024-06-03,26,75509,Artist,2013,0,5131
999882,Condo,Calgary,ON,622106.0,4,3,3012,2020-10-16,62,63700,Teacher,1992,1,3879
999883,Apartment,Ottawa,ON,638093.0,5,1,3518,2023-06-25,30,96369,Engineer,1954,1,2212
999884,Condo,Toronto,ON,819500.0,1,1,1930,2017-12-02,29,144105,Manager,1983,0,1918
999885,Apartment,Vancouver,ON,371130.0,4,3,3545,2019-12-22,60,121459,Engineer,2016,0,9135
999886,House,Vancouver,ON,345486.0,1,2,1384,2017-11-21,57,42617,Artist,1963,1,4422
999887,Apartment,Vancouver,AB,742939.0,4,1,2807,2016-10-13,51,101201,Engineer,1990,0,2388
999888,House,Montreal,AB,640221.0,2,3,2637,2015-10-11,55,45270,Doctor,1996,1,5082
999889,House,Montreal,QC,829383.0,2,1,3173,2017-02-22,44,148281,Engineer,1967,0,7466
999890,House,Montreal,AB,993647.0,4,1,2044,2020-08-12,51,93456,Teacher,1992,0,7289
999891,House,Ottawa,AB,620487.0,2,1,1428,2016-12-04,58,75081,Engineer,1963,1,9955
